ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
7506	1845	9	20	20	0	0	17	0	0
7507	1940	8	20	20	100	5.0	11	100	9.0
7508	1932	7	20	20	0	0	16	0	0
7509	985	2	17	17	100	11.0	6	0	0
7510	874	2	20	20	100	100.0	0	0	0
7511	817	2	20	20	100	40.0	0	0	0
7512	1401	3	20	18	100	5.0	7	0	0
7513	1940	7	20	20	100	5.0	5	100	20.0
7514	1924	11	20	20	0	0	8	0	0
7515	1819	12	20	20	0	0	15	0	0
7516	1877	5	20	20	0	0	11	0	0
7517	1893	2	20	20	100	5.0	10	100	10.0
7518	1872	4	20	20	0	0	12	0	0
7519	1940	14	20	20	0	0	7	0	0
7520	1932	12	20	20	0	0	7	0	0
7521	1620	14	20	20	0	0	9	0	0
7522	1062	4	20	20	100	35.0	6	100	16.0
7523	948	2	20	20	100	10.0	0	0	0
7524	956	1	20	18	100	100.0	0	0	0
7525	245	1	5	5	100	100.0	0	0	0
7526	1073	1	20	20	100	35.0	10	0	0
7527	1505	5	20	20	0	0	14	0	0
7528	1900	9	20	20	0	0	9	0	0
7529	842	1	20	20	100	40.0	3	100	33.0
7530	168	2	4	4	100	100.0	0	0	0
7531	1511	1	20	20	100	5.0	11	0	0
7532	1940	12	20	20	0	0	15	0	0
7533	1932	9	20	20	0	0	9	0	0
7534	1093	9	20	20	100	5.0	13	100	7.0
7535	120	3	3	3	100	100.0	0	0	0
7536	1002	2	20	20	100	60.0	11	100	45.0
7537	1689	4	20	18	100	100.0	6	100	100.0
7538	1672	6	20	20	100	100.0	6	100	100.0
7539	1680	3	20	20	100	100.0	9	100	100.0
7540	1638	3	20	20	100	95.0	9	100	88.0
7541	1684	4	20	20	100	100.0	9	100	100.0
7542	1683	4	20	20	100	95.0	3	100	66.0
7543	1683	4	20	20	100	95.0	5	100	80.0
7544	1661	2	20	20	100	100.0	4	100	100.0
7545	1680	3	20	20	100	100.0	4	100	100.0
7546	1680	2	20	20	100	100.0	9	100	100.0
7547	1680	8	20	20	100	100.0	10	100	100.0
7548	1660	2	20	20	100	100.0	1	100	100.0
7549	1660	4	20	20	100	100.0	0	0	0
7550	1680	3	20	20	100	100.0	4	100	100.0
7551	1680	5	20	20	100	100.0	8	100	100.0
7552	1191	1	20	20	100	95.0	2	100	100.0
7553	1435	3	20	20	100	100.0	0	0	0
7554	1280	2	20	20	100	100.0	0	0	0
7555	1435	3	20	20	100	100.0	0	0	0
7556	144	2	2	2	100	100.0	0	0	0
7557	1261	3	20	20	100	100.0	0	0	0
7558	1493	1	20	20	100	60.0	15	100	53.0
7559	1292	3	20	20	100	55.0	17	100	64.0
7560	469	2	14	14	50	7.0	7	50	14.0
7561	431	2	20	18	100	11.0	11	100	18.0
7562	1636	8	20	20	0	0	11	0	0
7563	421	7	6	6	0	0	5	0	0
7564	1465	4	20	20	100	15.0	13	100	23.0
7565	1007	4	14	14	100	64.0	10	100	50.0
7566	883	5	20	20	100	30.0	10	100	10.0
7567	1662	8	20	20	100	75.0	14	100	85.0
7568	688	8	14	14	100	57.0	8	100	100.0
7569	855	2	20	20	100	100.0	0	0	0
7570	761	1	20	20	100	45.0	0	0	0
7571	930	5	20	20	0	0	0	0	0
7572	1017	6	20	20	0	0	5	0	0
7573	1237	10	20	20	100	5.0	5	100	20.0
7574	1248	9	20	20	0	0	4	0	0
7575	1402	5	20	20	100	5.0	6	100	16.0
7576	1418	8	20	20	0	0	8	0	0
7577	1540	2	20	20	0	0	3	0	0
7578	1664	11	20	20	100	5.0	8	100	12.0
7579	1717	6	20	20	0	0	6	0	0
7580	1759	14	20	20	0	0	6	0	0
7581	1832	10	20	20	0	0	4	0	0
7582	1832	6	20	20	0	0	5	0	0
7583	1841	8	20	20	0	0	3	0	0
7584	1868	12	20	20	0	0	6	0	0
7585	1868	8	20	20	0	0	7	0	0
7586	1916	122	20	20	0	0	7	0	0
7587	1940	6	20	20	0	0	13	0	0
7588	1924	7	20	20	0	0	6	0	0
7589	1932	5	20	20	0	0	7	0	0
7590	1900	7	20	20	85	5.0	6	85	16.0
7591	1891	7	20	20	85	8.333333333333334	6	85	27.333333333333332
7592	1924	9	20	20	0	0	12	0	0
7593	1924	8	20	20	0	0	2	0	0
7594	1932	15	20	20	0	0	5	0	0
7595	1933	2	20	20	100	5.0	1	100	100.0
7596	1940	11	20	20	0	0	4	0	0
7597	1924	9	20	20	0	0	5	0	0
7598	1932	13	20	20	0	0	3	0	0
7599	1940	5	20	20	0	0	4	0	0
7600	1940	10	20	20	0	0	3	0	0
7601	1940	10	20	20	0	0	6	0	0
7602	1932	12	20	20	0	0	16	0	0
7603	1602	8	20	20	0	0	13	0	0
7604	1940	12	20	20	0	0	2	0	0
7605	1932	11	20	20	0	0	8	0	0
7606	1916	11	20	20	0	0	6	0	0
7607	1932	7	20	20	0	0	7	0	0
7608	1940	5	20	20	0	0	6	0	0
7609	1924	9	20	20	0	0	15	0	0
7610	1641	7	20	20	0	0	15	0	0
7611	1919	12	20	20	0	0	15	0	0
7612	745	2	17	15	100	80.0	2	0	0
7613	1260	1	20	20	100	35.0	10	100	10.0
7614	1940	10	20	20	0	0	10	0	0
7615	1924	7	20	20	0	0	16	0	0
7616	1940	4	20	20	0	0	18	0	0
7617	1533	3	20	20	100	10.0	16	100	6.0
7618	850	2	20	20	100	85.0	4	100	100.0
7619	63	8	2	2	100	100.0	1	100	100.0
7620	900	4	20	20	100	100.0	10	100	100.0
7621	955	1	20	20	100	90.0	3	100	33.0
7622	725	1	20	20	100	90.0	3	100	33.0
7623	970	7	20	18	0	0	15	0	0
7624	317	2	6	6	100	50.0	3	0	0
7625	960	3	20	20	100	100.0	0	0	0
7626	961	1	20	20	100	100.0	0	0	0
7627	953	2	20	20	100	100.0	0	0	0
7628	970	1	20	20	100	75.0	2	100	100.0
7629	1145	1	20	20	100	25.0	3	100	66.0
7630	1127	2	20	20	100	7.5	7	0	0
7631	1111	3	20	20	0	0	3	0	0
7632	1098	1	20	20	100	10.0	3	100	33.0
7633	1270	2	20	20	100	10.0	3	0	0
7634	1573	2	20	20	100	5.0	7	0	0
7635	1588	4	20	20	100	5.0	13	0	0
7636	1541	4	20	20	0	0	5	0	0
7637	1652	8	20	20	0	0	9	0	0
7638	1613	9	20	20	100	5.0	7	100	14.0
7639	1645	7	20	20	100	5.0	12	100	8.0
7640	1629	5	20	20	100	5.0	14	0	0
7641	1629	10	20	20	0	0	2	0	0
7642	1675	8	20	20	0	0	11	0	0
7643	1660	6	20	20	0	0	9	0	0
7644	1644	12	20	20	0	0	10	0	0
7645	1603	8	20	20	0	0	9	0	0
7646	1668	8	20	20	0	0	12	0	0
7647	1619	6	20	20	0	0	2	0	0
7648	1636	9	20	20	0	0	4	0	0
7649	1668	11	20	20	0	0	3	0	0
7650	1668	20	20	20	0	0	3	0	0
7651	1597	9	20	20	0	0	6	0	0
7652	1647	4	20	20	100	5.0	3	100	33.0
7653	1684	4	20	20	0	0	3	0	0
7654	1601	1	20	20	100	5.0	6	0	0
7655	1652	11	20	20	0	0	4	0	0
7656	1645	6	20	20	0	0	3	0	0
7657	1620	5	20	20	0	0	4	0	0
7658	1621	5	20	20	100	5.0	9	100	11.0
7659	1649	1	20	20	100	10.0	8	100	25.0
7660	1668	10	20	20	0	0	9	0	0
7661	1668	7	20	20	0	0	8	0	0
7662	1652	10	20	20	0	0	14	0	0
7663	1644	6	20	20	0	0	6	0	0
7664	1676	12	20	20	0	0	10	0	0
7665	1529	10	20	20	0	0	11	0	0
7666	1254	8	20	20	0	0	9	0	0
7667	839	1	20	20	100	65.0	3	0	0
7668	783	2	20	20	100	100.0	0	0	0
7669	785	1	20	20	100	90.0	0	0	0
7670	733	1	20	18	100	88.0	0	0	0
7671	812	1	20	20	100	100.0	0	0	0
7672	563	2	20	20	100	100.0	0	0	0
7673	753	1	20	20	100	100.0	0	0	0
7674	777	1	20	18	100	100.0	0	0	0
7675	780	1	20	20	100	100.0	0	0	0
7676	502	2	13	13	100	100.0	0	0	0
7677	1115	1	20	20	100	30.0	12	0	0
7678	243	10	3	3	0	0	3	0	0
7679	189	18	15	15	0	0	11	0	0
7680	962	7	20	20	100	65.0	14	100	85.0
7681	1170	4	20	20	100	80.0	10	100	70.0
7682	1049	6	20	20	100	100.0	9	100	100.0
7683	340	2	12	12	100	95.5	0	0	0
7684	960	1	20	20	100	100.0	3	100	100.0
7685	1513	8	20	20	0	0	4	0	0
7686	1830	15	20	20	0	0	6	0	0
7687	1925	12	20	20	0	0	5	0	0
7688	1924	15	20	20	0	0	5	0	0
7689	1940	6	20	20	0	0	7	0	0
7690	1932	10	20	20	0	0	5	0	0
7691	1932	7	20	20	0	0	6	0	0
7692	1940	13	20	20	0	0	4	0	0
7693	1940	10	20	20	0	0	2	0	0
7694	1940	9	20	20	0	0	4	0	0
7695	1924	11	20	20	0	0	9	0	0
7696	1932	11	20	20	0	0	6	0	0
7697	1932	7	20	20	0	0	5	0	0
7698	1940	8	20	20	0	0	3	0	0
7699	1932	5	20	20	100	5.0	5	100	20.0
7700	1924	14	20	20	0	0	7	0	0
7701	1835	14	20	20	0	0	6	0	0
7702	1642	11	20	20	0	0	11	0	0
7703	1037	3	20	20	100	65.0	7	100	42.0
7704	755	5	20	20	100	60.0	1	100	100.0
7705	256	3	8	8	100	100.0	0	0	0
7706	857	2	20	20	100	30.0	10	100	10.0
7707	291	14	16	16	0	0	12	0	0
7708	1003	1	20	20	100	70.0	2	100	50.0
7709	1631	5	20	20	0	0	10	0	0
7710	1780	7	20	20	0	0	14	0	0
7711	1594	8	20	20	0	0	10	0	0
7712	1764	7	20	20	0	0	9	0	0
7713	266	10	5	3	0	0	2	0	0
7714	123	2	20	18	0	0	9	0	0
7715	1932	10	20	20	0	0	8	0	0
7716	1843	6	20	20	0	0	12	0	0
7717	1940	12	20	20	0	0	7	0	0
7718	1645	13	20	20	0	0	4	0	0
7719	1617	9	20	20	0	0	5	0	0
7720	1385	8	20	20	0	0	4	0	0
7721	1098	2	20	18	100	33.0	6	100	33.0
7722	1047	4	20	20	100	100.0	0	0	0
7723	1044	3	20	20	100	100.0	0	0	0
7724	1034	3	20	20	100	100.0	0	0	0
7725	339	2	7	7	100	100.0	0	0	0
7726	982	1	20	20	0	0	6	0	0
7727	1048	4	20	18	100	5.0	13	100	7.0
7728	356	8	12	12	0	0	9	0	0
7729	1000	3	20	20	100	100.0	0	0	0
7730	932	1	20	20	100	100.0	0	0	0
7731	1004	1	20	20	100	100.0	0	0	0
7732	1000	2	20	20	100	100.0	0	0	0
7733	700	3	20	20	33	100.0	0	0	0
7734	904	1	20	20	100	100.0	0	0	0
7735	999	2	20	20	100	100.0	0	0	0
7736	1000	4	20	20	100	100.0	0	0	0
7737	1000	4	20	20	100	100.0	0	0	0
7738	992	1	20	20	100	100.0	1	100	100.0
7739	1232	3	20	20	100	10.0	1	0	0
7740	1272	9	20	20	0	0	2	0	0
7741	1131	3	20	20	100	70.0	4	0	0
7742	1000	2	20	20	100	100.0	0	0	0
7743	900	11	20	20	0	0	0	0	0
7744	995	1	20	20	100	95.0	0	0	0
7745	1168	1	20	20	100	100.0	1	100	100.0
7746	1432	3	20	20	100	100.0	0	0	0
7747	1361	3	20	20	100	100.0	4	100	100.0
7748	1048	6	20	20	100	100.0	1	100	100.0
7749	900	12	20	20	0	0	0	0	0
7750	992	1	20	20	100	100.0	0	0	0
7751	1000	3	20	20	100	100.0	0	0	0
7752	900	6	20	20	0	0	0	0	0
7753	1211	2	20	20	100	55.0	4	100	100.0
7754	1224	1	20	20	100	100.0	4	100	100.0
7755	1472	7	20	20	100	100.0	3	100	100.0
7756	1452	5	20	20	100	100.0	3	100	100.0
7757	1444	2	20	20	100	100.0	3	100	100.0
7758	1480	8	20	20	100	100.0	1	100	100.0
7759	1472	6	20	20	100	100.0	1	100	100.0
7760	1480	10	20	20	100	100.0	3	100	100.0
7761	1422	4	20	20	100	90.0	7	100	100.0
7762	1473	3	20	20	100	100.0	6	100	100.0
7763	1406	5	20	20	100	95.0	4	100	100.0
7764	1472	5	20	20	100	100.0	3	100	100.0
7765	1480	8	20	20	100	100.0	1	100	100.0
7766	1451	7	20	20	100	95.0	2	100	100.0
7767	1480	5	20	20	100	100.0	4	100	100.0
7768	1480	8	20	20	100	100.0	2	100	100.0
7769	1480	6	20	20	100	100.0	7	100	100.0
7770	1480	5	20	20	100	100.0	4	100	100.0
7771	1406	5	20	20	100	95.0	6	100	100.0
7772	1480	8	20	20	100	100.0	4	100	100.0
7773	1480	5	20	20	100	100.0	3	100	100.0
7774	1480	5	20	20	100	100.0	3	100	100.0
7775	1480	5	20	20	100	100.0	4	100	100.0
7776	1480	5	20	20	100	100.0	2	100	100.0
7777	1463	2	20	20	100	100.0	2	100	100.0
7778	1451	2	20	20	100	95.0	1	100	100.0
7779	1480	4	20	20	100	100.0	2	100	100.0
7780	1480	12	20	20	100	100.0	1	100	100.0
7781	1480	11	20	20	100	100.0	5	100	100.0
7782	1480	8	20	20	100	100.0	1	100	100.0
7783	1472	11	20	20	100	100.0	6	100	100.0
7784	1480	3	20	20	100	100.0	1	100	100.0
7785	1480	6	20	20	100	100.0	3	100	100.0
7786	1480	9	20	20	100	100.0	4	100	100.0
7787	1480	7	20	20	100	100.0	9	100	100.0
7788	1480	9	20	20	100	100.0	6	100	100.0
7789	1472	4	20	20	100	100.0	2	100	100.0
7790	1480	2	20	20	100	100.0	2	100	100.0
7791	1480	11	20	20	100	100.0	0	0	0
7792	1488	10	20	20	100	100.0	10	100	100.0
7793	667	1	14	14	100	100.0	4	100	100.0
7794	1539	2	20	20	100	5.0	10	100	10.0
7795	1686	6	20	20	100	10.0	14	100	14.0
7796	1813	7	20	20	0	0	14	0	0
7797	149	11	3	3	0	0	2	0	0
7798	958	1	20	20	100	25.0	5	100	20.0
7799	1330	9	20	20	0	0	5	0	0
7800	1635	4	20	20	100	5.0	4	100	25.0
7801	1855	10	20	20	0	0	13	0	0
7802	1932	11	20	20	0	0	10	0	0
7803	1916	8	20	20	0	0	9	0	0
7804	1827	6	20	20	100	5.0	11	100	9.0
7805	1932	9	20	20	0	0	8	0	0
7806	1843	9	20	20	0	0	8	0	0
7807	1686	7	20	20	0	0	13	0	0
7808	1312	8	20	20	0	0	5	0	0
7809	1128	13	20	20	0	0	11	0	0
7810	405	1	12	10	100	100.0	0	0	0
7811	848	1	20	20	100	60.0	8	100	87.0
7812	1999	8	20	20	100	85.0	11	100	72.0
7813	2000	9	20	20	100	98.88888888888889	2	100	100.0
7814	1984	10	20	20	90	100.0	3	90	100.0
7815	1996	6	20	20	100	95.0	3	100	66.0
7816	1998	9	20	20	100	100.0	6	100	100.0
7817	1992	11	20	20	100	88.63636363636364	10	100	87.27272727272727
7818	2000	8	20	20	87	95.0	9	87	88.0
7819	1990	8	20	20	100	100.0	8	100	100.0
7820	1000	5	12	12	20	8.0	5	0	0
7821	1140	2	20	20	100	100.0	0	0	0
7822	858	2	20	20	100	20.0	13	100	7.0
7823	2100	17	20	20	100	80.0	14	100	78.0
7824	2060	9	20	20	100	65.0	17	100	64.0
7825	1855	18	20	20	100	60.0	16	100	62.0
7826	435	29	13	7	100	14.0	1	100	100.0
7827	1028	1	20	20	100	100.0	3	100	100.0
7828	1775	12	20	20	0	0	9	0	0
7829	1940	7	20	20	0	0	7	0	0
7830	1836	4	20	20	100	5.0	11	100	9.0
7831	1924	11	20	20	0	0	11	0	0
7832	1940	16	20	20	0	0	7	0	0
7833	1940	11	20	20	0	0	6	0	0
7834	1673	9	20	20	0	0	10	0	0
7835	72	7	2	2	100	100.0	0	0	0
7836	1017	2	20	20	100	40.0	1	100	100.0
7837	1676	13	20	20	0	0	9	0	0
7838	1780	15	20	20	0	0	8	0	0
7839	1772	10	20	20	0	0	8	0	0
7840	1772	17	20	18	0	0	13	0	0
7841	1764	7	20	20	0	0	7	0	0
7842	1765	9	20	20	100	5.0	6	100	16.0
7843	1780	10	20	20	0	0	6	0	0
7844	1526	2	20	20	100	45.0	11	100	27.0
7845	1304	5	20	20	100	100.0	0	0	0
7846	1312	3	20	20	100	100.0	0	0	0
7847	1247	11	19	19	100	100.0	0	0	0
7848	960	1	20	20	100	100.0	0	0	0
7849	953	4	20	20	100	10.0	3	100	33.0
7850	1715	8	20	20	0	0	13	0	0
7851	1932	17	20	20	0	0	8	0	0
7852	1901	3	20	20	100	5.0	12	100	8.0
7853	1651	8	20	20	0	0	11	0	0
7854	204	1	7	7	100	100.0	0	0	0
7855	852	1	20	20	100	50.0	8	0	0
7856	623	4	20	16	0	0	5	0	0
7857	768	3	16	16	100	100.0	0	0	0
7858	658	1	20	20	100	100.0	0	0	0
7859	919	2	20	20	100	25.0	0	0	0
7860	1357	5	20	20	0	0	5	0	0
7861	1279	6	20	20	0	0	6	0	0
7862	1615	6	20	20	100	5.0	3	100	33.0
7863	1620	12	20	20	0	0	2	0	0
7864	1620	8	20	20	0	0	3	0	0
7865	1613	9	20	20	100	5.0	5	100	20.0
7866	1620	11	20	20	100	10.0	8	100	25.0
7867	1612	6	20	20	100	55.0	6	100	33.0
7868	1610	6	20	20	100	80.0	5	100	100.0
7869	1572	5	20	20	100	10.0	13	100	15.0
7870	1604	9	20	20	0	0	10	0	0
7871	1510	10	20	20	100	5.0	9	100	11.0
7872	1443	2	20	20	100	5.0	9	100	11.0
7873	1402	2	20	18	100	27.0	13	100	19.0
7874	1212	4	20	20	100	100.0	4	100	100.0
7875	1201	1	20	20	100	100.0	0	0	0
7876	1196	5	20	20	100	100.0	0	0	0
7877	1220	6	20	20	100	100.0	0	0	0
7878	1185	7	20	20	100	100.0	0	0	0
7879	971	7	20	18	100	100.0	0	0	0
7880	616	2	12	12	100	100.0	0	0	0
7881	1171	2	20	20	100	50.0	5	0	0
7882	1612	4	20	20	0	0	11	0	0
7883	1612	8	20	20	0	0	10	0	0
7884	1612	3	20	20	0	0	6	0	0
7885	1531	7	20	20	0	0	12	0	0
7886	1142	3	20	20	100	20.0	10	100	10.0
7887	408	1	12	12	100	58.0	0	0	0
7888	1357	2	20	20	100	62.5	18	100	58.0
7889	656	10	10	8	100	12.0	4	100	25.0
7890	1134	3	20	20	0	0	8	0	0
7891	1746	5	20	20	0	0	12	0	0
7892	1350	9	20	20	0	0	12	0	0
7893	749	1	20	20	100	100.0	0	0	0
7894	878	2	20	20	100	70.0	2	100	100.0
7895	1223	7	20	20	100	50.0	6	100	50.0
7896	1715	10	20	20	0	0	7	0	0
7897	1932	6	20	20	0	0	8	0	0
7898	1932	8	20	20	0	0	11	0	0
7899	1940	14	20	20	0	0	9	0	0
7900	1835	8	20	20	0	0	12	0	0
7901	1933	14	20	20	100	5.0	9	100	11.0
7902	1765	8	20	20	0	0	16	0	0
7903	885	7	20	18	0	0	2	0	0
7904	726	1	20	20	100	10.0	0	0	0
7905	499	4	20	20	100	5.0	0	0	0
7906	265	1	8	8	100	100.0	0	0	0
7907	944	2	20	20	100	55.0	2	0	0
7908	1691	8	20	18	0	0	11	0	0
7909	1940	5	20	20	0	0	7	0	0
7910	1940	5	20	20	0	0	12	0	0
7911	1510	9	20	20	0	0	12	0	0
7912	398	3	11	11	100	100.0	0	0	0
7913	906	1	20	20	100	50.0	0	0	0
7914	884	2	20	20	100	60.0	0	0	0
7915	800	1	20	20	100	100.0	0	0	0
7916	1000	4	20	20	0	0	0	0	0
7917	1434	5	20	20	0	0	0	0	0
7918	1589	4	20	20	0	0	6	0	0
7919	1620	7	20	20	0	0	1	0	0
7920	1589	9	20	20	0	0	6	0	0
7921	324	4	4	4	0	0	3	0	0
7922	184	3	20	18	100	16.0	9	0	0
7923	534	14	20	20	0	0	10	0	0
7924	1327	12	20	20	0	0	12	0	0
7925	1780	9	20	20	0	0	8	0	0
7926	1507	2	20	20	100	10.0	3	0	0
7927	124	2	4	4	100	100.0	0	0	0
7928	433	3	20	20	100	15.0	12	100	8.0
7929	1927	12	20	20	100	5.0	4	100	25.0
7930	1932	6	20	20	0	0	6	0	0
7931	954	6	20	20	0	0	2	0	0
7932	1164	6	20	20	0	0	0	0	0
7933	679	18	20	20	0	0	2	0	0
7934	1253	11	20	20	0	0	1	0	0
7935	776	4	20	20	0	0	3	0	0
7936	1067	7	20	18	0	0	2	0	0
7937	970	10	20	20	0	0	0	0	0
7938	1059	6	20	20	0	0	3	0	0
7939	1358	12	20	20	0	0	1	0	0
7940	582	10	20	20	0	0	2	0	0
7941	1044	14	20	20	100	5.0	2	100	50.0
7942	1156	9	20	20	0	0	3	0	0
7943	1059	11	20	20	0	0	5	0	0
7944	776	8	20	20	0	0	3	0	0
7945	970	5	20	20	0	0	4	0	0
7946	679	11	20	20	0	0	2	0	0
7947	1067	11	20	20	0	0	1	0	0
7948	970	15	20	20	0	0	4	0	0
7949	1164	6	20	20	0	0	3	0	0
7950	1028	10	20	18	0	0	1	0	0
7951	1343	8	20	18	100	5.0	3	100	33.0
7952	1164	7	20	18	0	0	4	0	0
7953	769	8	20	18	100	5.0	1	100	100.0
7954	873	7	20	18	0	0	1	0	0
7955	1067	5	20	18	0	0	2	0	0
7956	1164	6	20	20	0	0	5	0	0
7957	1245	4	20	18	0	0	5	0	0
7958	873	14	20	20	0	0	0	0	0
7959	1261	11	20	20	0	0	3	0	0
7960	970	14	20	20	0	0	4	0	0
7961	1036	5	20	20	100	5.0	3	100	33.0
7962	773	1	20	20	100	10.0	9	100	11.0
7963	1160	5	20	20	100	5.0	3	0	0
7964	865	13	20	20	0	0	4	0	0
7965	866	4	20	20	100	5.0	3	100	33.0
7966	970	11	20	20	0	0	1	0	0
7967	1261	10	20	18	0	0	2	0	0
7968	1067	2	20	20	0	0	4	0	0
7969	970	11	20	20	0	0	0	0	0
7970	1164	7	20	20	0	0	4	0	0
7971	873	9	20	20	0	0	2	0	0
7972	970	10	20	20	0	0	5	0	0
7973	1059	18	20	20	0	0	6	0	0
7974	873	14	20	20	0	0	6	0	0
7975	1164	10	20	20	0	0	2	0	0
7976	1245	3	20	18	0	0	11	0	0
7977	970	14	20	18	0	0	11	0	0
7978	1932	11	20	20	0	0	10	0	0
7979	1641	9	20	20	0	0	7	0	0
7980	1899	2	20	20	100	10.0	8	100	25.0
7981	1932	10	20	20	100	5.0	7	100	14.0
7982	1932	7	20	20	0	0	6	0	0
7983	1940	13	20	20	0	0	2	0	0
7984	1932	9	20	20	0	0	6	0	0
7985	1932	10	20	20	0	0	5	0	0
7986	1948	13	20	20	0	0	6	0	0
7987	1940	14	20	20	0	0	8	0	0
7988	1932	21	20	20	0	0	10	0	0
7989	1940	11	20	20	0	0	1	0	0
7990	1940	9	20	20	0	0	5	0	0
7991	1917	8	20	20	0	0	4	0	0
7992	1924	9	20	20	0	0	11	0	0
7993	1843	11	20	20	0	0	8	0	0
7994	1940	14	20	20	0	0	1	0	0
7995	1940	8	20	20	0	0	4	0	0
7996	1924	17	20	20	0	0	5	0	0
7997	1930	8	20	20	62	5.0	5	62	20.0
7998	1932	9	20	20	0	0	3	0	0
7999	1917	6	20	20	100	5.0	6	100	16.0
8000	1940	9	20	20	0	0	3	0	0
8001	1932	11	20	20	0	0	6	0	0
8002	1940	15	20	20	0	0	6	0	0
8003	1843	13	20	20	0	0	6	0	0
8004	1835	10	20	18	0	0	10	0	0
8005	1940	3	20	20	100	5.0	7	100	14.0
8006	1932	10	20	20	0	0	4	0	0
8007	1940	17	20	20	0	0	7	0	0
8008	1932	7	20	20	0	0	6	0	0
8009	1924	9	20	20	0	0	5	0	0
8010	1917	7	20	20	100	5.0	5	100	20.0
8011	1925	8	20	20	100	5.0	8	100	12.0
8012	1827	16	20	20	0	0	3	0	0
8013	1932	6	20	20	0	0	7	0	0
8014	1930	5	20	20	20	5.0	5	20	20.0
8015	1932	290	20	20	0	0	0	0	0
8016	1831	5	20	18	0	0	2	0	0
8017	1908	295	20	20	0	0	5	0	0
8018	1940	318	20	20	0	0	3	0	0
8019	1924	302	20	20	0	0	3	0	0
8020	1867	4	20	18	0	0	1	0	0
8021	1847	10	20	20	0	0	6	0	0
8022	1765	24	20	20	100	5.0	4	100	25.0
8023	1667	1	20	18	0	0	1	0	0
8024	1724	15	20	20	0	0	5	0	0
8025	1740	10	20	20	0	0	3	0	0
8026	1740	10	20	20	0	0	1	0	0
8027	1732	7	20	20	0	0	2	0	0
8028	1572	1	20	16	0	0	2	0	0
8029	1635	3	20	20	100	5.0	6	100	16.0
8030	1463	7	20	20	0	0	8	0	0
8031	1455	7	20	20	0	0	4	0	0
8032	1433	8	20	20	100	5.0	3	100	33.0
8033	1425	1	20	20	100	5.0	1	0	0
8034	1427	8	20	20	100	5.0	8	100	12.0
8035	1440	15	20	20	0	0	2	0	0
8036	1395	2	20	20	100	5.0	5	100	20.0
8037	1270	230	20	20	0	0	2	0	0
8038	1232	14	20	20	0	0	1	0	0
8039	1240	9	20	20	0	0	2	0	0
8040	1160	8	20	20	0	0	5	0	0
8041	1095	3	20	20	0	0	4	0	0
8042	916	1	20	16	0	0	6	0	0
8043	990	6	20	20	0	0	0	0	0
8044	819	3	20	18	0	0	0	0	0
8045	873	3	20	16	0	0	0	0	0
8046	785	4	20	18	0	0	0	0	0
8047	694	10	20	20	0	0	0	0	0
8048	700	6	20	20	0	0	0	0	0
8049	660	6	20	20	100	5.0	0	0	0
8050	575	2	20	18	0	0	0	0	0
8051	1940	19	20	20	0	0	1	0	0
8052	1909	7	20	20	100	5.0	8	100	12.0
8053	1932	9	20	20	0	0	7	0	0
8054	1835	9	20	20	0	0	7	0	0
8055	1940	10	20	20	0	0	1	0	0
8056	1925	4	20	20	0	0	5	0	0
8057	1940	6	20	20	0	0	4	0	0
8058	1932	6	20	20	0	0	3	0	0
8059	1835	10	20	20	0	0	5	0	0
8060	1940	11	20	20	100	10.0	5	100	20.0
8061	1924	13	20	20	0	0	8	0	0
8062	1828	1	20	20	100	5.0	7	100	14.0
8063	1932	9	20	20	0	0	5	0	0
8064	1924	13	20	20	0	0	6	0	0
8065	1932	11	20	20	0	0	4	0	0
8066	1835	7	20	20	0	0	6	0	0
8067	1925	10	20	20	100	5.0	9	100	11.0
8068	1940	9	20	20	0	0	4	0	0
8069	1870	7	20	20	0	0	6	0	0
8070	1732	7	20	20	0	0	4	0	0
8071	1555	11	20	20	0	0	9	0	0
8072	1440	9	20	20	0	0	1	0	0
8073	1377	12	20	20	0	0	6	0	0
8074	1220	12	20	20	0	0	3	0	0
8075	1105	8	20	20	0	0	6	0	0
8076	1002	10	20	20	100	85.0	4	100	75.0
8077	505	9	11	11	0	0	0	0	0
8078	500	3	20	20	100	51.666666666666664	0	0	0
8079	760	7	20	20	100	5.0	0	0	0
8080	975	5	20	20	100	5.0	0	0	0
8081	1000	12	20	20	0	0	0	0	0
8082	1000	11	20	20	0	0	0	0	0
8083	992	8	20	20	0	0	0	0	0
8084	941	5	20	20	0	0	4	0	0
8085	1097	4	20	20	100	95.0	3	100	66.0
8086	1100	2	20	20	100	100.0	0	0	0
8087	1080	10	20	20	100	95.0	1	100	100.0
8088	1195	5	20	20	100	100.0	4	100	100.0
8089	1200	2	20	20	100	75.0	2	100	100.0
8090	1228	5	20	20	0	0	3	0	0
8091	1215	7	20	20	100	5.0	2	100	50.0
8092	1188	1	20	20	100	5.0	1	0	0
8093	1234	6	20	20	100	10.0	6	100	33.0
8094	1216	6	20	20	0	0	1	0	0
8095	1240	6	20	20	0	0	2	0	0
8096	1033	11	20	20	0	0	2	0	0
8097	1260	6	20	20	0	0	6	0	0
