ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent
6162	189	7	16	16	100	6.0
6163	351	2	20	18	100	11.0
6164	592	5	9	9	100	11.0
6165	1697	1	20	20	100	5.0
6166	1940	13	20	20	100	70.0
6167	1951	28	20	20	100	92.14285714285714
6168	1928	5	20	20	100	95.0
6169	1845	9	20	20	100	90.0
6170	1931	5	20	20	100	81.0
6171	1958	9	20	20	100	100.0
6172	1859	11	20	20	100	84.54545454545455
6173	1819	11	20	20	100	20.0
6174	868	2	20	20	100	25.0
6175	216	3	8	8	100	25.0
6176	810	3	20	20	100	25.0
6177	1686	11	20	20	0	0
6178	1603	10	20	20	100	5.0
6179	694	4	16	16	100	93.0
6180	1207	2	20	20	100	30.0
6181	1888	2	20	20	100	10.0
6182	1746	7	20	20	0	0
6183	859	3	16	14	100	64.0
6184	232	6	20	20	100	15.0
6185	1924	8	20	20	0	0
6186	1932	8	20	20	0	0
6187	1734	11	20	20	0	0
6188	114	2	3	3	100	100.0
6189	1767	2	20	20	100	5.0
6190	1780	11	20	20	0	0
6191	1344	6	20	20	0	0
6192	264	7	8	8	0	0
6193	1446	3	20	18	100	11.0
6194	1925	7	20	20	100	5.0
6195	1024	6	15	15	0	0
6196	1105	7	20	20	0	0
6197	1691	10	20	20	0	0
6198	1513	15	20	20	0	0
6199	789	3	20	20	100	85.0
6200	79	2	2	2	100	100.0
6201	1141	2	20	20	100	20.0
6202	1780	8	20	20	0	0
6203	712	8	20	20	0	0
6204	1141	1	20	18	100	11.0
6205	70	1	2	2	100	100.0
6206	851	3	20	20	100	100.0
6207	1581	7	20	20	100	100.0
6208	1612	8	20	20	100	100.0
6209	1612	10	20	20	100	100.0
6210	1604	8	20	20	100	35.0
6211	1460	4	20	20	0	0
6212	1183	14	20	20	0	0
6213	849	1	20	20	100	95.0
6214	588	2	14	14	100	100.0
6215	944	1	20	20	100	90.0
6216	1831	7	20	20	100	99.28571428571429
6217	1840	4	20	20	100	75.0
6218	1840	11	20	20	100	100.0
6219	1840	7	20	20	100	87.85714285714286
6220	1840	4	20	20	100	100.0
6221	1463	5	20	20	100	9.0
6222	1084	2	20	20	100	100.0
6223	168	5	3	3	100	100.0
6224	885	4	20	20	100	100.0
6225	766	2	20	20	100	100.0
6226	760	2	20	20	100	100.0
6227	752	5	20	20	100	100.0
6228	957	1	20	20	100	100.0
6229	1539	9	20	20	100	100.0
6230	1571	3	20	20	100	100.0
6231	1498	1	20	20	100	100.0
6232	1457	3	20	20	100	100.0
6233	1580	3	20	20	100	100.0
6234	1534	7	20	20	100	100.0
6235	1524	3	20	20	100	100.0
6236	1550	5	20	20	100	100.0
6237	1380	1	20	18	100	66.0
6238	1580	41	20	20	100	5.0
6239	1580	12	20	20	0	0
6240	1540	2	20	18	0	0
6241	1165	2	20	20	100	40.0
6242	880	2	20	20	100	100.0
6243	857	1	20	20	100	95.0
6244	172	2	4	4	100	100.0
6245	1146	3	20	20	100	100.0
6246	1247	2	20	20	100	100.0
6247	1357	4	20	20	100	32.5
6248	1927	3	20	20	100	95.0
6249	1885	3	20	20	100	73.33333333333333
6250	592	12	6	6	100	100.0
6251	42	8	14	14	100	7.0
6252	960	3	20	20	100	100.0
6253	960	2	20	20	100	100.0
6254	1092	4	20	20	100	68.75
6255	1822	11	20	20	0	0
6256	1940	11	20	20	0	0
6257	1940	12	20	20	0	0
6258	1940	9	20	20	0	0
6259	1940	10	20	20	0	0
6260	1940	9	20	20	11	5.0
6261	1933	6	20	20	100	5.0
6262	1940	11	20	20	100	5.0
6263	1893	6	20	20	0	0
6264	1916	13	20	20	0	0
6265	1941	6	20	20	100	5.0
6266	1940	8	20	20	0	0
6267	1940	8	20	20	0	0
6268	1940	10	20	20	0	0
6269	1865	12	20	20	0	0
6270	884	4	20	18	100	22.0
6271	776	1	20	20	100	90.0
6272	695	3	19	19	100	100.0
6273	985	2	20	20	100	100.0
6274	1060	3	20	20	100	100.0
6275	1039	4	20	20	100	100.0
6276	814	6	20	20	0	0
6277	1159	4	20	20	100	55.0
6278	1659	1	20	20	100	5.0
6279	1761	3	20	20	100	5.0
6280	1780	11	20	20	0	0
6281	1676	11	20	20	100	5.0
6282	1780	9	20	20	0	0
6283	1756	13	20	20	0	0
6284	1772	4	20	20	0	0
6285	1780	7	20	20	0	0
6286	1761	2	20	20	100	5.0
6287	1780	12	20	20	0	0
6288	1764	8	20	20	0	0
6289	1764	8	20	20	0	0
6290	1780	15	20	20	0	0
6291	1780	8	20	20	0	0
6292	1764	10	20	20	0	0
6293	1718	2	20	20	100	5.0
6294	1736	3	20	20	100	5.0
6295	1780	7	20	20	0	0
6296	1780	9	20	20	0	0
6297	1780	8	20	20	0	0
6298	1726	2	20	20	100	5.0
6299	1772	14	20	20	0	0
6300	1764	7	20	20	0	0
6301	1772	16	20	20	0	0
6302	1780	12	20	20	0	0
6303	1780	10	20	20	0	0
6304	1780	10	20	20	0	0
6305	1780	10	20	20	0	0
6306	1380	2	17	17	100	5.0
6307	940	4	20	20	100	100.0
6308	944	2	20	20	100	95.0
6309	1376	5	20	20	0	0
6310	1477	9	20	20	66	60.833333333333336
6311	1509	5	20	20	80	70.0
6312	1677	7	20	20	85	93.33333333333333
6313	1680	10	20	20	80	97.5
6314	1651	10	20	20	70	82.14285714285714
6315	1678	3	20	20	66	52.5
6316	1680	18	20	20	66	91.66666666666667
6317	820	2	20	18	50	5.0
6318	738	5	20	20	100	30.0
6319	208	15	5	5	100	100.0
6320	1060	7	20	20	100	75.0
6321	1566	3	20	20	100	10.0
6322	1612	6	20	20	0	0
6323	1605	4	20	20	100	5.0
6324	1620	14	20	20	0	0
6325	1620	14	20	20	0	0
6326	1605	5	20	20	0	0
6327	1232	1	20	20	100	65.0
6328	132	2	3	3	100	100.0
6329	899	1	20	20	100	55.0
6330	1583	1	20	20	100	5.0
6331	1940	12	20	20	0	0
6332	1940	8	20	20	0	0
6333	1940	3	20	20	0	0
6334	1577	2	20	18	100	5.0
6335	971	2	20	20	100	100.0
6336	171	4	4	4	100	100.0
6337	873	16	20	20	0	0
6338	1847	1	20	20	0	0
6339	970	10	20	20	0	0
6340	1282	10	20	20	0	0
6341	271	1	7	7	100	71.0
6342	537	4	20	16	100	25.0
6343	1749	5	20	20	0	0
6344	147	2	5	5	100	30.0
6345	451	4	20	20	100	20.0
6346	217	6	5	5	0	0
6347	753	2	20	20	100	100.0
6348	1472	7	20	20	0	0
6349	1756	10	20	20	0	0
6350	1780	11	20	20	0	0
6351	1780	7	20	20	0	0
6352	1780	8	20	20	100	5.0
6353	1502	24	20	20	0	0
6354	565	1	14	14	100	100.0
6355	251	2	20	20	100	5.0
6356	291	11	20	20	0	0
6357	679	17	20	20	0	0
6358	873	21	20	18	0	0
6359	582	10	20	20	0	0
6360	679	9	20	20	0	0
6361	776	13	20	20	0	0
6362	873	9	20	18	0	0
6363	873	14	20	18	0	0
6364	776	10	20	20	0	0
6365	1067	7	20	20	0	0
6366	679	14	20	20	0	0
6367	1067	13	20	20	0	0
6368	563	1	20	16	0	0
6369	664	3	20	16	0	0
6370	857	8	20	18	0	0
6371	1261	14	20	20	0	0
6372	1237	11	20	18	100	5.0
6373	1486	8	20	20	100	5.0
6374	1282	9	20	20	0	0
6375	1111	6	20	18	0	0
6376	1032	9	20	20	0	0
6377	848	3	20	20	0	0
6378	880	1	20	20	100	100.0
6379	825	1	20	18	100	94.0
6380	797	1	20	20	100	100.0
6381	430	1	13	13	100	92.0
6382	675	1	20	20	100	5.0
6383	1172	7	20	20	0	0
6384	35	5	1	1	0	0
6385	829	2	20	20	100	30.0
6386	970	14	20	20	0	0
6387	1660	4	20	18	0	0
6388	868	1	13	13	100	7.0
6389	1052	4	20	20	100	100.0
6390	1054	2	20	20	100	100.0
6391	1060	1	20	20	100	100.0
6392	1380	2	20	20	100	10.0
6393	1616	1	20	20	100	5.0
6394	1772	10	20	20	0	0
6395	1747	6	20	20	100	5.0
6396	1780	17	20	20	0	0
6397	1780	10	20	20	0	0
6398	1744	10	20	20	100	5.0
6399	1708	1	20	20	100	10.0
6400	1772	8	20	20	0	0
6401	1781	5	20	20	100	5.0
6402	1765	5	20	20	100	5.0
6403	1759	9	20	20	100	10.0
6404	1772	11	20	20	0	0
6405	1691	15	20	20	0	0
6406	1767	3	20	20	100	5.0
6407	1756	10	20	20	0	0
6408	1756	7	20	20	0	0
6409	1780	9	20	20	0	0
6410	1756	8	20	20	0	0
6411	1772	11	20	20	0	0
6412	1780	16	20	20	0	0
6413	1780	10	20	20	0	0
6414	1740	10	20	20	0	0
6415	1684	302	20	20	0	0
6416	1592	4	20	20	0	0
6417	1572	12	20	20	0	0
6418	1526	2	20	18	0	0
6419	1355	10	20	20	0	0
6420	1365	5	20	20	100	100.0
6421	987	1	20	18	100	100.0
6422	1293	1	20	20	100	95.0
6423	1216	4	20	20	100	90.0
6424	1415	1	20	20	100	100.0
6425	818	6	20	20	100	95.0
6426	988	4	20	20	100	65.0
6427	675	7	20	20	100	45.0
6428	988	3	20	20	100	65.0
6429	834	5	20	20	100	55.0
6430	456	2	20	20	100	30.0
6431	708	2	20	18	100	72.0
6432	229	6	7	7	100	100.0
6433	1191	4	20	20	100	80.0
6434	1900	13	20	20	84	100.0
6435	760	25	20	20	60	40.0
6436	72	2	2	2	100	100.0
6437	1445	6	20	20	100	10.0
6438	1878	8	20	20	0	0
6439	1924	15	20	20	0	0
6440	1386	2	20	16	100	18.0
6441	1220	1	20	20	100	25.0
6442	1940	10	20	20	0	0
6443	1940	5	20	20	0	0
6444	1491	2	20	20	100	20.0
6445	138	5	3	3	100	100.0
6446	1095	5	20	20	100	55.0
6447	1455	8	20	20	0	0
6448	574	7	7	7	0	0
6449	642	1	20	20	100	100.0
6450	1184	5	20	20	100	5.0
6451	1924	16	20	20	0	0
6452	1676	10	20	18	0	0
6453	556	1	15	15	100	100.0
6454	1032	1	20	20	100	100.0
6455	1040	2	20	20	100	100.0
6456	1040	2	20	20	100	100.0
6457	939	3	20	20	100	100.0
6458	927	3	20	20	100	100.0
6459	747	1	20	20	100	100.0
6460	679	1	20	20	100	80.0
6461	765	5	20	20	0	0
6462	893	3	20	20	100	5.0
6463	970	3	20	20	100	15.0
6464	1075	5	20	20	100	100.0
6465	1115	8	20	20	100	50.0
6466	1327	7	20	20	100	100.0
6467	1572	12	20	20	100	100.0
6468	1712	7	20	20	100	100.0
6469	1784	1	20	20	100	100.0
6470	1795	11	20	20	100	100.0
6471	1736	1	20	20	100	100.0
6472	1792	13	20	20	100	100.0
6473	1792	6	20	20	100	100.0
6474	1800	9	20	20	100	100.0
6475	1768	5	20	20	100	100.0
6476	1754	6	20	20	100	100.0
6477	1800	3	20	20	100	100.0
6478	1760	9	20	20	100	95.0
6479	1774	13	20	20	100	90.0
6480	1748	3	20	20	100	100.0
6481	1800	7	20	20	100	100.0
6482	1768	9	20	20	100	100.0
6483	1754	5	20	20	100	100.0
6484	1784	9	20	20	100	100.0
6485	1800	9	20	20	100	100.0
6486	1742	6	20	20	100	95.0
6487	1800	6	20	20	100	100.0
6488	1800	8	20	20	100	100.0
6489	1792	8	20	20	100	100.0
6490	1776	7	20	20	100	100.0
6491	1800	8	20	20	100	100.0
6492	1792	3	20	20	100	100.0
6493	1702	7	20	20	100	95.0
6494	1800	12	20	20	100	100.0
6495	1731	5	20	20	100	95.0
6496	1800	6	20	20	100	100.0
6497	1800	9	20	20	100	100.0
6498	1654	9	20	20	100	90.0
6499	1800	14	20	20	100	100.0
6500	1792	4	20	20	100	100.0
6501	1750	8	20	20	100	95.625
6502	1792	7	20	20	100	100.0
6503	1792	2	20	20	100	100.0
6504	1727	2	20	20	100	100.0
6505	1770	6	20	20	100	100.0
6506	1686	7	20	20	100	95.0
6507	1800	9	20	20	100	100.0
6508	1784	3	20	20	100	100.0
6509	1800	10	20	20	100	100.0
6510	1800	10	20	20	100	100.0
6511	1800	13	20	20	100	100.0
6512	1792	11	20	20	100	100.0
6513	1792	7	20	20	100	100.0
6514	1791	14	20	20	100	95.0
6515	1792	7	20	20	100	100.0
6516	1792	9	20	20	100	100.0
6517	1800	11	20	20	100	100.0
6518	1800	12	20	20	100	100.0
6519	1800	10	20	20	100	100.0
6520	1784	8	20	20	100	100.0
6521	1789	14	20	20	100	95.0
6522	1784	3	20	20	100	100.0
6523	1775	12	20	20	100	95.0
6524	1800	7	20	20	100	100.0
6525	1792	8	20	20	100	100.0
6526	1639	2	20	18	100	100.0
6527	1613	10	20	20	100	100.0
6528	1529	3	20	20	100	100.0
6529	1355	11	20	20	100	100.0
6530	1284	10	20	20	100	100.0
6531	1256	2	20	18	100	100.0
6532	1290	9	20	20	100	100.0
6533	1094	1	20	20	100	100.0
6534	1000	2	20	20	100	100.0
6535	825	1	20	20	100	90.0
6536	610	2	20	18	0	0
6537	1000	5	20	20	100	100.0
6538	700	7	20	20	0	0
6539	997	2	20	20	100	100.0
6540	966	4	20	18	100	98.5
6541	949	1	20	16	100	100.0
6542	984	4	20	20	100	100.0
6543	891	1	20	18	100	100.0
6544	693	2	20	18	100	100.0
6545	967	1	20	20	100	100.0
6546	992	4	20	20	100	100.0
6547	1000	6	20	20	100	100.0
6548	1000	1	20	20	100	100.0
6549	937	1	20	20	100	100.0
6550	995	3	20	20	100	100.0
6551	150	3	3	3	100	100.0
6552	1288	2	20	18	100	100.0
6553	1810	6	20	20	100	100.0
6554	1709	9	20	20	100	100.0
6555	1828	10	20	20	100	100.0
6556	1810	5	20	20	100	21.0
6557	385	13	5	5	0	0
6558	97	11	20	20	0	0
6559	1511	7	20	18	0	0
6560	1558	5	20	18	0	0
6561	1476	6	20	20	0	0
6562	1102	14	20	20	21	5.0
6563	854	3	20	18	100	100.0
6564	43	3	1	1	100	100.0
6565	679	8	20	20	0	0
6566	776	11	20	20	0	0
6567	679	13	20	20	0	0
6568	1358	13	20	20	0	0
6569	1261	13	20	18	0	0
6570	679	12	20	18	0	0
6571	1109	6	20	20	0	0
6572	1253	8	20	18	0	0
6573	1527	11	20	20	0	0
6574	1746	9	20	20	0	0
6575	1358	8	17	17	0	0
6576	157	6	20	18	0	0
6577	970	11	20	20	0	0
6578	1156	8	20	20	0	0
6579	1261	10	20	20	0	0
6580	873	17	20	20	0	0
6581	1641	7	20	20	0	0
6582	1922	13	20	20	0	0
6583	1382	6	20	18	100	10.0
6584	550	3	20	20	0	0
6585	62	2	2	2	100	100.0
6586	585	3	20	18	100	16.0
6587	1657	5	20	18	0	0
6588	934	1	20	12	100	41.0
6589	37	7	1	1	100	100.0
6590	62	1	20	20	100	5.0
6591	1800	3	20	20	100	50.0
6592	2025	15	20	20	100	30.0
6593	1925	12	20	20	100	50.0
6594	1799	8	20	18	100	72.0
6595	1927	13	20	20	100	20.0
6596	762	1	20	18	100	50.0
6597	882	5	20	18	100	83.0
6598	932	3	20	20	100	5.0
6599	686	12	16	16	100	6.0
6600	1233	3	20	20	100	100.0
6601	1661	12	20	20	100	100.0
6602	1751	14	20	20	100	100.0
6603	1760	6	20	20	100	100.0
6604	1754	9	20	20	100	90.0
6605	1738	7	20	20	100	100.0
6606	1725	10	20	20	100	71.5
6607	306	3	8	8	100	75.0
6608	1197	2	20	20	100	20.0
6609	1826	11	20	20	0	0
6610	1893	6	20	20	100	5.0
6611	1932	13	20	20	0	0
6612	1932	8	20	20	0	0
6613	1527	5	20	20	100	5.0
6614	1940	14	20	20	0	0
6615	235	5	3	3	100	66.0
6616	1084	2	20	20	100	25.0
6617	1932	15	20	20	0	0
6618	1932	8	20	20	0	0
6619	1932	6	20	20	0	0
6620	1940	18	20	20	0	0
6621	1730	10	20	20	0	0
6622	618	2	13	13	100	57.0
6623	650	4	20	20	100	95.0
6624	658	3	20	20	100	45.0
6625	1450	7	20	20	0	0
6626	1562	1	20	20	100	5.0
6627	1581	2	20	20	100	5.0
6628	1612	9	20	20	0	0
6629	1620	20	20	20	0	0
6630	1476	7	20	20	0	0
6631	1068	8	20	20	0	0
6632	979	8	20	20	0	0
6633	879	4	20	20	100	55.0
6634	872	8	20	20	100	100.0
6635	1427	7	20	20	100	90.0
6636	1780	11	20	20	0	0
6637	1780	12	20	20	0	0
6638	1764	9	20	20	0	0
6639	1764	12	20	20	0	0
6640	949	1	16	16	100	25.0
6641	406	1	20	20	100	10.0
6642	994	1	17	17	100	41.0
6643	800	3	20	20	100	10.0
6644	1067	11	20	20	0	0
6645	84	4	2	2	100	100.0
6646	720	3	20	20	100	55.0
6647	890	14	20	20	0	0
6648	804	7	20	20	100	5.0
6649	1060	7	20	20	0	0
6650	712	12	20	20	0	0
6651	1112	16	20	20	0	0
6652	565	1	15	13	100	76.0
6653	1196	9	20	20	100	80.0
6654	1618	9	20	20	100	95.0
6655	1089	2	18	18	100	38.0
6656	767	1	20	20	100	60.0
6657	1124	8	20	20	0	0
6658	1623	4	20	20	100	5.0
6659	1932	12	20	20	0	0
6660	1060	4	18	16	100	6.0
6661	936	1	20	20	100	100.0
6662	1636	7	20	20	0	0
6663	1424	11	20	20	0	0
6664	680	2	14	14	100	21.0
6665	904	4	20	20	100	80.0
6666	1645	16	20	20	0	0
6667	1932	12	20	20	0	0
6668	1940	7	20	20	0	0
6669	1922	11	20	20	0	0
6670	927	2	18	16	100	37.0
6671	896	1	20	20	100	100.0
6672	893	3	20	20	100	100.0
6673	762	1	20	20	100	60.0
6674	840	1	20	20	100	100.0
6675	917	1	20	20	100	100.0
6676	919	2	20	20	100	100.0
6677	840	1	20	20	100	100.0
6678	937	1	20	20	100	100.0
6679	900	1	20	20	100	100.0
6680	900	4	20	20	100	100.0
6681	920	2	20	20	100	100.0
6682	900	1	20	20	100	100.0
6683	900	5	20	20	100	100.0
6684	900	2	20	20	100	100.0
6685	908	4	20	20	100	100.0
6686	982	1	20	20	100	90.0
6687	1662	4	20	20	100	100.0
6688	1639	1	20	20	100	95.0
6689	1746	2	20	20	100	95.0
6690	1581	1	20	20	100	5.0
6691	1760	4	20	20	100	100.0
6692	1565	1	20	20	100	100.0
6693	1760	6	20	20	100	100.0
6694	1760	5	20	20	100	100.0
6695	1760	5	20	20	100	100.0
6696	1710	2	20	20	100	100.0
6697	1754	1	20	20	100	90.0
6698	1753	4	20	20	100	100.0
6699	1748	6	20	20	100	100.0
6700	1752	5	20	20	100	100.0
6701	1612	6	20	20	0	0
6702	1744	6	20	20	100	100.0
6703	1742	7	20	20	100	100.0
6704	1744	4	20	20	100	100.0
6705	1760	8	20	20	100	100.0
6706	1752	6	20	20	100	100.0
6707	1752	5	20	20	100	100.0
6708	1760	15	20	20	100	100.0
6709	1620	10	20	20	0	0
6710	1760	9	20	20	100	100.0
6711	1756	2	20	20	100	100.0
6712	1634	1	20	20	100	10.0
6713	1737	2	20	20	100	100.0
6714	1760	5	20	20	100	100.0
6715	1760	3	20	20	100	100.0
6716	1753	2	20	20	100	95.0
6717	1704	9	20	20	0	0
6718	1236	305	20	20	0	0
6719	908	8	20	20	100	35.0
6720	950	11	20	20	9	10.0
6721	1000	11	20	20	0	0
6722	950	15	20	20	0	0
6723	1000	9	20	20	0	0
6724	976	1	20	14	0	0
6725	900	6	20	20	100	5.0
6726	820	2	20	20	100	100.0
6727	783	2	20	20	100	5.0
6728	884	1	20	20	100	100.0
6729	974	1	20	18	100	100.0
6730	885	1	20	20	100	100.0
6731	653	2	16	16	100	100.0
6732	875	12	20	20	0	0
6733	1034	13	20	18	100	44.0
6734	43	14	1	1	100	100.0
6735	1305	3	20	20	100	100.0
6736	1272	2	20	20	100	100.0
6737	1396	2	20	20	100	65.0
6738	1778	5	20	20	100	85.0
6739	1799	8	20	20	100	95.0
6740	1779	3	20	20	100	100.0
6741	1702	7	20	20	100	95.0
6742	1793	7	20	20	100	100.0
6743	1792	4	20	20	100	100.0
6744	1635	3	20	18	100	100.0
6745	1532	3	20	20	100	100.0
6746	1530	13	20	20	100	100.0
6747	1228	2	20	18	100	100.0
6748	1065	1	20	20	100	100.0
6749	329	5	7	7	100	100.0
6750	1124	3	20	20	100	65.0
6751	1649	9	20	20	0	0
6752	1698	8	20	20	0	0
6753	105	6	3	3	100	100.0
6754	858	1	20	20	100	60.0
6755	1125	4	20	20	100	5.0
6756	1910	10	20	20	0	0
6757	1932	5	20	20	0	0
6758	1843	19	20	20	0	0
6759	1940	11	20	20	0	0
6760	1932	11	20	20	0	0
6761	1933	4	20	20	100	5.0
6762	1940	6	20	18	0	0
6763	1692	13	20	20	0	0
6764	1330	9	20	20	22	5.0
6765	1020	5	20	20	100	100.0
6766	1027	1	20	20	100	100.0
6767	102	3	2	2	100	100.0
6768	939	8	20	20	0	0
6769	372	11	20	14	0	0
6770	1305	8	20	12	100	8.0
6771	418	5	20	18	100	5.0
6772	58	8	5	5	100	20.0
6773	1020	9	20	20	100	85.0
6774	1418	7	20	20	100	5.0
6775	1119	1	20	18	100	33.0
6776	96	2	2	2	100	100.0
6777	843	1	20	18	100	72.0
6778	1436	8	20	20	100	95.0
6779	1415	7	20	20	100	85.0
6780	285	2	5	5	100	100.0
6781	772	2	20	20	100	100.0
6782	728	2	20	20	100	30.0
6783	1355	11	20	20	0	0
6784	1637	16	20	20	0	0
6785	1592	14	20	20	0	0
6786	1619	8	20	20	0	0
6787	1620	11	20	20	0	0
6788	1612	13	20	20	0	0
6789	1620	10	20	20	0	0
6790	1613	10	20	20	0	0
6791	1555	14	20	20	0	0
6792	914	7	20	20	0	0
6793	231	3	8	8	100	12.0
6794	925	1	20	20	100	80.0
6795	1552	12	20	20	100	10.0
6796	1932	8	20	20	0	0
6797	1940	10	20	20	0	0
6798	1916	13	20	20	0	0
6799	1925	7	20	20	0	0
6800	693	10	9	9	0	0
6801	659	1	20	20	100	85.0
6802	956	6	20	20	0	0
6803	1012	5	20	20	100	5.0
6804	1140	11	20	20	0	0
6805	1126	9	20	20	0	0
6806	1368	1	20	20	100	10.0
6807	1725	1	20	20	100	5.0
6808	1932	6	20	20	0	0
6809	1940	12	20	20	0	0
6810	1925	8	20	20	100	5.0
6811	1932	8	20	20	0	0
6812	1940	13	20	20	0	0
6813	1924	7	20	20	0	0
6814	1940	11	20	20	0	0
6815	1940	5	20	20	0	0
6816	1940	14	20	20	0	0
6817	1940	8	20	20	0	0
6818	1932	6	20	20	0	0
6819	1932	12	20	20	0	0
6820	1940	7	20	20	0	0
6821	1940	14	20	20	0	0
6822	1843	6	20	20	0	0
6823	1940	12	20	20	0	0
6824	1940	14	20	20	0	0
6825	1930	13	20	20	0	0
6826	1535	8	20	20	0	0
6827	1129	4	20	20	100	40.0
6828	828	3	20	18	100	33.0
6829	680	7	20	20	0	0
6830	555	3	20	20	100	100.0
6831	701	3	20	20	100	100.0
6832	715	3	20	20	100	100.0
6833	692	1	18	18	100	94.0
6834	707	1	20	18	100	100.0
6835	1000	6	20	20	0	0
6836	1611	14	20	20	0	0
6837	1780	14	20	20	0	0
6838	1772	9	20	20	0	0
6839	1740	12	20	20	0	0
6840	1206	4	20	18	100	44.0
6841	396	6	11	11	100	100.0
6842	688	1	20	20	100	95.0
6843	1426	1	20	20	100	5.0
6844	1780	4	20	20	0	0
6845	1773	10	20	20	100	5.0
6846	1764	12	20	20	0	0
6847	1360	2	20	18	100	5.0
6848	451	4	16	16	0	0
6849	1007	1	20	20	100	55.0
6850	1544	4	20	20	0	0
6851	1513	14	20	20	0	0
6852	1039	7	17	17	100	23.0
6853	825	3	20	20	100	65.0
6854	1776	8	20	20	0	0
6855	1983	3	20	20	100	35.0
6856	1913	6	20	20	100	99.16666666666667
6857	1928	6	20	20	100	95.0
6858	1903	4	20	20	100	100.0
6859	1925	6	20	20	100	100.0
6860	1929	6	20	20	100	90.0
6861	1918	6	20	20	100	100.0
6862	1826	3	20	20	100	90.0
6863	1228	5	20	20	100	79.0
6864	875	9	20	20	0	0
6865	429	4	10	10	100	10.0
6866	925	1	20	20	100	65.0
6867	1400	4	20	20	100	10.0
6868	1765	2	20	20	100	5.0
6869	1772	10	20	20	0	0
6870	1780	13	20	20	0	0
6871	1772	11	20	20	0	0
6872	1773	3	20	20	100	5.0
6873	1691	13	20	20	0	0
6874	1772	12	20	20	0	0
6875	1780	6	20	20	0	0
6876	1636	2	20	18	0	0
6877	1250	9	20	20	0	0
6878	438	2	12	12	100	8.0
6879	967	3	20	20	100	100.0
6880	1405	3	20	20	100	35.0
6881	1772	7	20	20	0	0
6882	1772	1	20	20	0	0
6883	1780	10	20	20	0	0
6884	1772	10	20	20	0	0
6885	1773	7	20	20	100	5.0
6886	1691	16	20	20	0	0
6887	1772	17	20	20	0	0
6888	1780	8	20	20	0	0
6889	1772	6	20	20	0	0
6890	1372	9	20	20	0	0
6891	552	2	13	13	100	30.0
6892	950	1	20	20	100	100.0
6893	1088	2	20	20	100	55.0
6894	1487	2	20	20	100	5.0
6895	1770	9	20	20	0	0
6896	1932	7	20	20	0	0
6897	1940	12	20	20	0	0
6898	1940	10	20	20	0	0
6899	1924	11	20	20	0	0
6900	1940	13	20	20	0	0
6901	1932	16	20	20	0	0
6902	1916	5	20	20	0	0
6903	1879	13	20	20	0	0
6904	1076	2	20	20	100	5.0
6905	287	2	10	10	100	100.0
6906	1148	1	20	20	100	40.0
6907	1740	9	20	20	0	0
6908	1932	10	20	20	0	0
6909	1940	14	20	20	0	0
6910	1940	12	20	20	0	0
6911	1932	8	20	20	0	0
6912	1580	12	20	20	0	0
6913	636	2	14	14	100	57.0
6914	585	14	20	20	100	25.0
6915	337	8	7	7	100	42.0
6916	1401	1	20	20	100	5.0
6917	1874	13	20	20	100	70.0
6918	1890	12	20	18	100	66.0
6919	865	1	20	20	100	40.0
6920	46	3	1	1	100	100.0
6921	1584	10	20	20	0	0
6922	1924	11	20	20	0	0
6923	1932	15	20	20	0	0
6924	1932	14	20	20	0	0
6925	1916	7	20	20	0	0
6926	1217	1	19	19	100	15.0
6927	1202	2	20	20	100	55.0
6928	1940	13	20	20	0	0
6929	1940	5	20	20	0	0
6930	1134	2	18	18	100	33.0
6931	135	2	11	7	100	14.0
6932	605	1	20	20	100	100.0
6933	640	1	20	20	100	100.0
6934	714	1	20	20	100	75.0
6935	1398	9	20	20	0	0
6936	1897	8	20	20	0	0
6937	1940	10	20	20	0	0
6938	1932	11	20	20	0	0
6939	1916	5	20	20	0	0
6940	1933	3	20	20	100	5.0
6941	1940	19	20	20	0	0
6942	1940	8	20	20	0	0
6943	1940	10	20	20	0	0
6944	1940	7	20	20	0	0
6945	1900	15	20	20	0	0
6946	1917	11	20	20	0	0
6947	1105	9	20	20	0	0
6948	1032	8	20	20	0	0
6949	990	5	20	20	100	45.0
6950	867	8	20	20	0	0
6951	1127	5	20	20	0	0
6952	219	7	5	5	100	100.0
6953	1059	3	20	20	100	30.0
6954	1932	10	20	20	0	0
6955	1940	11	20	20	0	0
6956	1924	13	20	20	0	0
6957	1940	8	20	20	0	0
6958	1339	6	20	20	0	0
6959	465	3	11	11	100	100.0
6960	815	2	20	20	100	100.0
6961	1314	1	20	20	100	5.0
6962	1780	12	20	20	0	0
6963	1773	6	20	20	100	5.0
6964	1683	7	20	20	0	0
6965	1780	12	20	20	0	0
6966	1212	3	20	20	100	45.0
6967	325	2	9	9	100	100.0
6968	1143	3	20	20	100	80.0
6969	927	9	20	20	0	0
6970	1920	13	20	20	0	0
6971	802	1	14	14	100	57.0
6972	925	11	20	20	0	0
6973	873	11	9	9	0	0
6974	378	1	20	20	100	100.0
6975	433	2	20	20	100	100.0
6976	1278	2	20	20	100	100.0
6977	1668	7	20	20	100	95.0
6978	1772	14	20	20	100	100.0
6979	1129	8	20	20	100	45.0
6980	660	3	20	20	100	100.0
