Datsetid	Players_total	No.ofalignments	Players_active	Usable_alignments	Empty_alignments	Maxscoreperread	Readnumber
757	10	10	9	9	1	86.4	20
758	17	17	15	15	2	89.2	20
759	10	10	7	7	3	89.2	20
760	8	9	7	8	1	89.6	20
761	12	12	10	10	2	59.0	20
762	18	18	13	13	5	43.0	3
763	14	14	10	10	4	42.35	20
764	8	8	8	8	0	43.0	20
765	16	16	13	13	3	43.0	20
766	23	23	18	18	5	43.0	20
767	11	11	6	6	5	38.3	20
768	17	17	14	14	3	41.15	20
769	22	22	17	17	5	43.0	20
770	9	10	6	7	3	42.4	20
771	12	12	9	9	3	43.0	20
772	8	8	6	6	2	43.0	20
773	14	14	8	8	6	42.7	20
774	15	15	9	9	6	40.0	20
775	23	23	17	17	6	43.0	20
776	16	16	12	12	4	43.0	20
777	16	16	9	9	7	43.15	20
778	15	15	13	13	2	43.0	20
779	12	12	9	9	3	42.2	20
780	20	20	10	10	10	41.65	20
781	11	11	9	9	2	38.25	20
782	7	7	6	6	1	39.7	20
783	7	7	6	6	1	43.0	20
784	13	13	12	12	1	43.0	20
785	20	20	17	17	3	42.6	20
786	10	10	9	9	1	43.0	20
787	15	16	10	10	6	43.0	20
788	14	14	12	12	2	42.85	20
789	15	15	11	11	4	40.6	20
790	20	20	12	12	8	41.8	20
791	23	23	16	16	7	42.6	20
792	19	19	16	16	3	42.6	20
793	12	14	10	12	2	42.3	20
794	19	19	16	16	3	42.4	20
795	18	18	14	14	4	43.0	20
796	17	17	10	10	7	43.0	20
797	9	9	7	7	2	41.9	20
798	10	11	5	6	5	41.0	20
799	15	15	12	12	3	45.0	20
800	15	15	14	14	1	44.4	20
801	14	14	11	11	3	45.75	20
802	18	18	14	14	4	49.0	20
803	7	7	6	6	1	46.6	20
804	12	12	11	11	1	46.8	20
805	15	15	11	11	4	47.0	20
806	11	11	9	9	2	45.8	20
807	12	12	8	8	4	45.9	20
808	11	11	10	10	1	46.9	20
809	10	10	8	8	2	47.3	20
810	13	13	7	7	6	49.65	20
811	14	14	8	8	6	48.95	20
812	12	12	9	9	3	49.75	20
813	16	16	13	13	3	49.6	20
814	18	18	14	14	4	49.65	20
815	7	7	3	3	4	50.0	20
816	15	15	14	14	1	49.0	20
817	14	14	12	12	2	49.25	20
818	12	12	9	9	3	49.2	20
819	15	15	10	10	5	50.0	20
820	11	11	8	8	3	49.65	20
821	17	17	16	16	1	50.0	20
822	20	20	18	18	2	50.0	20
823	15	15	9	9	6	49.3	20
824	9	9	7	7	2	50.0	20
825	19	23	13	17	6	50.0	20
826	15	16	11	11	5	50.0	20
827	13	13	13	13	0	50.0	20
828	16	16	13	13	3	50.0	20
829	16	16	11	11	5	49.5	20
830	15	15	12	12	3	49.65	20
831	11	11	10	10	1	49.5	20
832	14	14	9	9	5	49.2	20
833	10	10	7	7	3	48.55	20
834	17	17	13	13	4	48.1	20
835	9	9	8	8	1	49.5	20
836	8	8	6	6	2	49.5	20
837	18	18	16	16	2	50.0	20
838	11	12	9	10	2	49.65	20
839	12	12	11	11	1	49.5	20
840	11	11	10	10	1	50.0	20
841	12	12	10	10	2	49.6	20
842	13	13	10	10	3	49.0	20
843	18	18	11	11	7	49.65	20
844	18	18	15	15	3	49.6	20
845	19	19	14	14	5	50.0	20
846	12	12	11	11	1	50.8	20
847	14	14	11	11	3	49.6	20
848	6	6	6	6	0	50.0	20
849	6	6	6	6	0	50.0	20
850	12	12	9	9	3	49.6	20
851	8	8	8	8	0	50.0	20
852	18	18	14	14	4	51.7	20
853	11	11	9	9	2	50.0	20
854	12	12	11	11	1	50.0	20
855	12	12	8	8	4	51.7	20
856	17	17	14	14	3	55.9	20
857	11	11	9	9	2	84.0	20
858	15	15	9	9	6	84.0	20
859	17	17	14	14	3	82.3	20
860	15	15	13	13	2	79.4	20
861	16	16	14	14	2	78.9	20
862	13	13	8	8	5	80.6	20
863	11	11	9	9	2	83.2	20
864	13	13	11	11	2	83.2	20
865	13	13	9	9	4	83.6	20
866	11	11	9	9	2	81.4	20
867	11	11	10	10	1	84.0	20
868	13	13	11	11	2	84.0	20
869	22	22	14	14	8	81.9	20
870	10	10	9	9	1	84.0	20
871	11	12	6	7	5	84.0	20
872	17	17	14	14	3	84.0	20
873	9	9	7	7	2	79.5	20
874	12	12	10	10	2	84.0	20
875	9	9	5	5	4	82.8	20
876	10	11	10	11	0	81.0	20
877	10	10	8	8	2	82.95	20
878	11	11	9	9	2	81.9	20
879	16	16	14	14	2	83.6	20
880	17	17	15	15	2	84.0	20
881	17	17	12	12	5	83.6	20
882	15	15	12	12	3	80.2	20
883	13	13	10	10	3	84.0	20
884	19	19	16	16	3	81.4	20
885	17	17	14	14	3	83.6	20
886	15	15	13	13	2	84.0	20
887	17	17	13	13	4	83.6	20
888	10	10	7	7	3	84.0	20
889	10	10	7	7	3	83.6	20
890	11	11	7	7	4	82.4	20
891	14	14	9	9	5	80.8	20
892	11	12	7	8	4	84.0	20
893	15	16	12	13	3	84.0	20
894	18	18	16	16	2	84.0	20
895	23	23	19	19	4	84.0	20
896	22	22	15	15	7	80.7	20
897	13	13	9	9	4	83.25	20
898	21	21	15	15	6	79.4	20
899	8	8	7	7	1	73.3	20
900	13	13	12	12	1	79.8	20
901	18	18	15	15	3	79.8	20
902	14	14	11	11	3	84.0	20
903	14	14	10	10	4	81.5	20
904	12	12	12	12	0	83.6	20
905	12	12	9	9	3	83.2	20
906	12	12	9	9	3	83.2	20
907	20	29	15	24	5	84.0	20
908	10	10	7	7	3	82.3	20
909	15	20	14	19	1	83.2	20
910	13	15	12	14	1	83.6	20
911	15	15	12	12	3	84.0	20
912	22	24	18	20	4	83.2	20
913	12	13	6	6	7	83.9	20
914	9	11	7	9	2	84.0	20
915	11	11	10	10	1	83.5	20
916	5	5	4	4	1	82.85	20
917	12	12	10	10	2	83.6	20
918	13	13	11	11	2	84.0	20
919	15	15	10	10	5	82.0	20
920	22	24	18	20	4	84.0	20
921	12	12	12	12	0	83.9	20
922	10	10	9	9	1	84.0	20
923	27	27	21	21	6	84.0	20
924	22	22	17	17	5	82.0	20
925	21	21	17	17	4	76.75	20
926	21	21	18	18	3	84.0	20
927	14	14	10	10	4	84.0	20
928	11	11	11	11	0	84.0	20
929	14	14	12	12	2	84.0	20
930	17	17	12	12	5	82.45	20
931	17	17	11	11	6	76.45	20
932	18	18	15	15	3	84.0	20
933	21	21	18	18	3	84.0	20
934	14	14	9	9	5	84.0	20
935	14	14	13	13	1	84.0	20
936	13	15	10	10	5	81.6	20
937	15	15	11	11	4	83.6	20
938	15	16	11	12	4	83.2	20
939	20	20	17	17	3	83.2	20
940	20	20	16	16	4	84.0	20
941	15	15	14	14	1	83.25	20
942	12	12	10	10	2	83.6	20
943	16	16	14	14	2	83.2	20
944	12	12	9	9	3	79.8	20
945	12	12	11	11	1	83.6	20
946	17	17	12	12	5	82.8	20
947	24	24	20	20	4	83.35	20
948	14	14	11	11	3	84.0	20
949	9	9	8	8	1	84.0	20
950	16	16	16	16	0	83.6	20
951	15	16	12	13	3	82.4	20
952	15	15	11	11	4	84.0	20
953	16	17	13	14	3	83.2	20
954	15	15	14	14	1	83.6	20
955	6	6	6	6	0	83.6	20
956	12	12	11	11	1	83.6	20
957	13	13	12	12	1	84.0	20
958	18	18	14	14	4	81.35	20
959	12	12	12	12	0	83.6	20
960	13	13	12	12	1	83.85	20
961	17	17	16	16	1	84.0	20
962	25	25	22	22	3	84.0	20
963	17	17	10	10	7	84.0	20
964	15	15	10	10	5	83.2	20
965	14	14	12	12	2	82.8	20
966	16	17	15	16	1	82.4	20
967	20	20	16	16	4	77.95	20
968	13	13	9	9	4	84.0	20
969	20	24	16	20	4	83.6	20
970	23	23	19	19	4	84.0	20
971	14	14	8	8	6	82.4	20
972	13	13	11	11	2	82.3	20
973	17	17	14	14	3	83.6	20
974	22	24	19	21	3	83.0	20
975	19	19	14	14	5	84.0	20
976	14	14	11	11	3	84.0	20
977	13	14	12	13	1	84.0	20
978	22	22	16	16	6	84.0	20
979	24	25	17	18	7	83.6	20
980	18	18	14	14	4	83.5	20
981	16	16	11	11	5	82.85	20
982	17	19	12	14	5	83.6	20
983	12	12	9	9	3	84.0	20
984	10	10	8	8	2	84.0	20
985	14	14	9	9	5	81.9	20
986	15	15	13	13	2	84.0	20
987	7	7	5	5	2	83.6	20
988	15	15	13	13	2	82.8	20
989	20	20	16	16	4	82.0	20
990	20	22	15	17	5	84.0	20
991	17	17	15	15	2	84.0	20
992	16	16	16	16	0	83.6	20
993	7	7	5	5	2	84.0	20
994	13	13	11	11	2	83.6	20
995	16	16	13	13	3	84.0	20
996	18	18	15	15	3	84.0	20
997	10	10	10	10	0	83.6	20
998	10	10	8	8	2	84.0	20
999	20	20	16	16	4	84.0	20
1000	13	13	13	13	0	84.0	20
1001	12	12	11	11	1	83.8	20
1002	13	13	12	12	1	84.0	20
1003	10	10	7	7	3	84.0	20
1004	21	22	17	18	4	83.6	20
1005	16	16	13	13	3	82.4	20
1006	15	15	13	13	2	82.0	20
1007	15	15	13	13	2	84.0	20
1008	17	17	16	16	1	84.0	20
1009	14	14	13	13	1	84.0	20
1010	9	9	8	8	1	83.25	20
1011	15	15	13	13	2	83.6	20
1012	18	18	13	13	5	84.0	20
1013	19	19	14	14	5	83.6	20
1014	13	13	10	10	3	84.0	20
1015	18	18	17	17	1	84.0	20
1016	12	14	9	11	3	83.6	20
1017	13	13	10	10	3	81.35	20
1018	16	16	12	12	4	59.8	20
1019	8	8	8	8	0	57.8	20
1020	13	13	10	10	3	59.0	20
1021	17	17	12	12	5	59.05	20
1022	15	15	12	12	3	48.15	20
1023	17	17	11	11	6	42.05	20
1024	12	12	9	9	3	45.0	20
1025	20	20	15	15	5	45.0	20
1026	12	12	7	7	5	45.0	20
1027	15	15	12	12	3	45.0	20
1028	16	16	12	12	4	45.0	20
1029	9	9	7	7	2	45.0	20
1030	17	17	10	10	7	45.0	20
1031	15	29	14	28	1	45.0	20
1032	14	14	11	11	3	45.0	20
1033	15	15	14	14	1	45.0	20
1034	13	13	10	10	3	45.0	20
1035	12	12	7	7	5	45.0	20
1036	18	18	10	10	8	44.5	20
1037	14	14	11	11	3	42.75	20
1038	13	13	11	11	2	45.0	20
1039	20	20	14	14	6	45.0	20
1040	11	11	8	8	3	45.0	20
1041	17	17	13	13	4	45.0	20
1042	13	13	9	9	4	45.0	20
1043	16	17	12	13	4	45.0	20
1044	18	19	11	11	8	45.0	20
1045	15	15	9	9	6	44.8	20
1046	15	15	9	9	6	45.0	20
1047	14	15	11	12	3	45.0	20
1048	14	14	11	11	3	45.0	20
1049	7	7	6	6	1	45.0	20
1050	10	10	8	8	2	45.0	20
1051	14	14	12	12	2	44.2	20
1052	25	25	19	19	6	45.0	20
1053	13	13	10	10	3	43.0	20
1054	13	13	10	10	3	42.15	20
1055	12	12	8	8	4	45.0	20
1056	12	12	9	9	3	45.0	20
1057	13	13	9	9	4	45.0	20
1058	13	13	10	10	3	44.6	20
1059	16	16	11	11	5	44.05	20
1060	10	10	7	7	3	38.85	20
1061	11	11	7	7	4	42.6	20
1062	17	17	9	9	8	45.0	20
1063	24	24	16	16	8	44.6	20
1064	10	10	8	8	2	43.0	20
1065	13	13	13	13	0	42.75	20
1066	21	21	16	16	5	44.6	20
1067	17	17	11	11	6	45.0	20
1068	13	13	11	11	2	45.0	20
1069	9	9	6	6	3	45.0	20
1070	15	15	13	13	2	45.0	20
1071	13	13	11	11	2	45.0	20
1072	13	13	10	10	3	45.0	20
1073	10	10	9	9	1	45.0	20
1074	12	12	8	8	4	45.0	20
1075	7	7	5	5	2	43.95	20
1076	15	15	9	9	6	45.0	20
1077	19	19	12	12	7	45.0	20
1078	12	14	9	9	5	40.0	20
1079	10	10	8	8	2	39.6	20
1080	20	20	18	18	2	38.0	20
1081	13	13	6	6	7	36.25	20
1082	21	21	16	16	5	39.15	20
1083	14	14	12	12	2	36.35	20
1084	11	11	8	8	3	36.25	20
1085	11	11	7	7	4	39.0	20
1086	10	11	8	9	2	39.1	20
1087	15	15	13	13	2	34.5	20
1088	17	17	13	13	4	32.9	20
1089	11	11	7	7	4	33.2	20
1090	9	9	8	8	1	34.0	5
1091	10	10	9	9	1	44.0	20
1092	9	9	6	6	3	44.0	20
1093	12	12	10	10	2	53.15	20
1094	19	19	17	17	2	52.45	20
1095	19	19	13	13	6	86.45	20
1096	15	15	12	12	3	96.2	20
1097	16	16	11	11	5	97.0	20
1098	9	10	9	10	0	97.0	20
1099	19	19	15	15	4	93.15	20
1100	13	13	11	11	2	97.0	20
1101	16	16	14	14	2	96.6	20
1102	9	9	9	9	0	78.61111111111111	18
1103	14	14	11	11	3	33.6	20
1104	13	13	9	9	4	59.8	20
1105	13	13	9	9	4	88.6	20
1106	17	17	16	16	1	96.1	20
1107	13	14	10	11	3	93.55	20
1108	14	14	12	12	2	95.2	20
1109	12	12	11	11	1	95.6	20
1110	12	12	11	11	1	97.0	20
1111	14	14	11	11	3	94.0	20
1112	12	12	10	10	2	94.2	20
1113	12	12	11	11	1	85.77777777777777	9
1114	13	13	9	9	4	22.35	20
1115	11	11	10	10	1	82.0	7
1116	11	11	9	9	2	41.2	20
1117	17	17	14	14	3	75.25	20
1118	14	14	13	13	1	52.0	20
1119	10	10	9	9	1	54.95	20
1120	9	9	7	7	2	92.0	20
1121	13	13	13	13	0	91.95	20
1122	16	16	14	14	2	92.0	20
1123	11	11	8	8	3	90.65	20
1124	20	20	19	19	1	90.3	20
1125	16	16	15	15	1	80.0	20
1126	18	19	16	17	2	68.75	20
1127	14	14	12	12	2	44.0	20
1128	15	15	14	14	1	41.4	5
1129	13	13	10	10	3	10.8	20
1130	13	13	11	11	2	18.65	20
1131	21	21	11	11	10	45.45	20
1132	20	20	16	16	4	91.6	20
1133	19	19	18	18	1	97.6	20
1134	9	9	8	8	1	98.9	20
1135	14	14	12	12	2	98.2	20
1136	8	8	6	6	2	97.2	20
1137	17	18	14	15	3	97.2	20
1138	15	16	11	11	5	97.45	20
1139	11	11	11	11	0	93.85	20
1140	17	17	15	15	2	101.75	20
1141	11	12	11	12	0	98.25	20
1142	15	15	12	12	3	88.35	20
1143	13	13	13	13	0	49.95	20
1144	7	7	7	7	0	39.35	20
1145	16	16	12	12	4	37.44444444444444	18
1146	13	13	11	11	2	53.6	20
1147	16	16	12	12	4	63.75	20
1148	12	12	12	12	0	100.1	20
1149	13	13	10	10	3	98.35	20
1150	10	10	7	7	3	98.65	20
1151	17	17	14	14	3	100.25	20
1152	15	16	13	14	2	100.1	20
1153	12	12	11	11	1	96.3	20
1154	13	13	12	12	1	60.8	20
1155	13	13	10	10	3	47.125	8
1156	15	15	12	12	3	46.6	20
1157	10	10	6	6	4	78.7	20
1158	13	13	11	11	2	97.0	20
1159	12	12	10	10	2	95.4	20
1160	12	12	8	8	4	95.4	20
1161	8	8	8	8	0	96.9	20
1162	19	19	15	15	4	93.5	20
1163	8	8	6	6	2	95.4	20
1164	20	20	18	18	2	89.8	20
1165	12	12	8	8	4	61.3	20
1166	14	14	12	12	2	56.6	20
1167	21	23	19	21	2	57.0	2
1168	15	15	11	11	4	42.8	20
1169	13	13	8	8	5	53.4	20
1170	18	18	14	14	4	94.35	20
1171	16	20	15	19	1	95.8	20
1172	12	12	11	11	1	95.45	20
1173	12	12	11	11	1	95.45	20
1174	11	11	10	10	1	94.05	20
1175	17	17	16	16	1	41.7	20
1176	20	20	14	14	6	25.764705882352942	17
1177	16	16	10	10	6	13.588235294117647	17
1178	12	12	11	11	1	59.7	20
1179	21	21	16	16	5	96.2	20
1180	16	17	16	17	0	80.85	20
1181	22	22	17	17	5	52.916666666666664	12
1182	22	22	15	15	7	58.0	20
1183	18	18	17	17	1	33.55	20
1184	16	16	12	12	4	61.142857142857146	7
1185	14	14	10	10	4	84.9	20
1186	21	21	19	19	2	94.9	20
1187	15	15	12	12	3	95.8	20
1188	15	15	11	11	4	94.8	20
1189	14	14	13	13	1	96.25	20
1190	13	13	9	9	4	96.2	20
1191	18	18	15	15	3	35.3	20
1192	12	12	8	8	4	48.6	20
1193	19	19	13	13	6	43.4	20
1194	14	14	11	11	3	46.0	2
1195	15	15	13	13	2	26.0	20
1196	22	22	15	15	7	69.17647058823529	17
1197	12	12	10	10	2	39.1	20
1198	13	13	8	8	5	81.4	20
1199	11	11	9	9	2	95.8	20
1200	20	20	15	15	5	94.6	20
1201	13	13	10	10	3	94.75	20
1202	8	8	7	7	1	95.8	20
1203	15	19	12	16	3	96.6	20
1204	16	16	12	12	4	96.2	20
1205	16	16	13	13	3	97.0	20
1206	29	43	22	36	7	97.4	20
1207	15	15	12	12	3	96.6	20
1208	14	19	11	16	3	97.8	20
1209	15	15	13	13	2	97.0	20
1210	16	16	11	11	5	95.45	20
1211	307	307	1	1	306	85.85	20
1212	16	16	10	10	6	56.15	20
1213	19	19	13	13	6	36.7	20
1214	17	17	11	11	6	38.05	20
1215	16	17	10	11	6	38.0	7
1216	15	15	10	10	5	43.7	20
1217	12	12	10	10	2	29.1	20
1218	16	16	13	13	3	34.5	2
1219	10	10	9	9	1	56.05	20
1220	14	14	12	12	2	74.55	20
1221	14	14	13	13	1	95.35	20
1222	9	9	9	9	0	96.1	20
1223	19	19	15	15	4	96.6	20
1224	10	10	10	10	0	67.5	20
1225	13	13	9	9	4	97.0	20
1226	22	22	19	19	3	77.2	20
1227	11	11	9	9	2	97.0	20
1228	16	16	14	14	2	90.95	20
1229	14	14	13	13	1	91.6	20
1230	22	22	21	21	1	81.75	20
1231	12	12	7	7	5	55.85	20
1232	13	14	12	13	1	46.3125	16
1233	14	14	6	6	8	43.5	20
1234	12	12	10	10	2	44.3	20
1235	18	18	15	15	3	71.45	20
1236	8	8	2	2	6	95.6	20
1237	12	12	12	12	0	91.75	20
1238	6	6	5	5	1	95.45	20
1239	18	18	14	14	4	97.0	20
1240	15	15	11	11	4	95.45	20
1241	22	22	17	17	5	97.0	20
1242	18	18	16	16	2	61.6	20
1243	17	17	10	10	7	38.5	20
1244	17	17	14	14	3	39.8	20
1245	19	19	14	14	5	81.45	20
1246	9	9	6	6	3	87.9	20
1247	21	21	16	16	5	87.85	20
1248	12	12	11	11	1	89.0	20
1249	15	15	12	12	3	84.6	20
1250	11	11	8	8	3	46.0	20
1251	18	19	11	12	7	33.3	10
1252	14	14	12	12	2	50.1	20
1253	10	10	9	9	1	80.95	20
1254	13	13	13	13	0	89.25	20
1255	9	9	8	8	1	89.8	20
1256	15	15	14	14	1	61.25	12
1257	15	15	10	10	5	32.95	20
1258	9	9	9	9	0	69.22222222222223	18
1259	14	14	9	9	5	31.95	20
1260	22	22	15	15	7	55.3	20
1261	12	12	10	10	2	96.6	20
1262	10	10	8	8	2	96.2	20
1263	12	12	10	10	2	94.6	20
1264	20	20	16	16	4	95.8	20
1265	15	15	13	13	2	97.0	20
1266	13	13	10	10	3	97.0	20
1267	279	280	1	1	279	74.8	20
1268	16	16	11	11	5	45.95	20
1269	9	9	6	6	3	43.0	6
1270	16	16	15	15	1	66.15	20
1271	14	14	11	11	3	69.9	20
1272	12	12	10	10	2	91.35	20
1273	14	14	13	13	1	49.6875	16
1274	21	21	12	12	9	62.95	20
1275	28	28	17	17	11	88.6	20
1276	19	19	16	16	3	84.15	20
1277	12	12	11	11	1	70.55	20
1278	15	17	14	16	1	65.0	1
1279	23	23	14	14	9	42.4	20
1280	15	15	13	13	2	84.45	20
1281	18	18	14	14	4	86.6	20
1282	10	10	9	9	1	56.8	5
1283	11	11	11	11	0	24.35	20
1284	14	14	12	12	2	80.05	20
1285	15	15	12	12	3	65.55	20
1286	19	19	13	13	6	75.45	20
1287	10	10	7	7	3	71.1	20
1288	13	13	9	9	4	70.8	5
1289	11	11	11	11	0	31.75	20
1290	12	12	11	11	1	88.35	20
1291	20	21	17	17	4	100.95	20
1292	13	13	10	10	3	100.45	20
1293	11	11	9	9	2	99.55	20
1294	10	25	9	24	1	99.6	20
1295	18	18	16	16	2	98.4	20
1296	15	15	14	14	1	98.9	20
1297	14	14	13	13	1	100.05	20
1298	14	59	12	57	2	97.7	20
1299	13	13	12	12	1	61.7	20
1300	16	16	14	14	2	46.1	20
1301	10	10	9	9	1	43.333333333333336	6
1302	14	14	12	12	2	51.733333333333334	15
1303	11	11	9	9	2	63.2	20
1304	14	14	10	10	4	89.0	20
1305	15	15	14	14	1	53.4	20
1306	16	16	13	13	3	37.111111111111114	9
1307	17	17	13	13	4	34.25	20
1308	15	15	12	12	3	64.7	20
1309	11	11	8	8	3	91.15	20
1310	14	14	12	12	2	95.8	20
1311	12	12	8	8	4	92.9	20
1312	21	21	16	16	5	97.0	20
1313	22	22	17	17	5	94.25	20
1314	11	11	11	11	0	96.25	20
1315	9	9	8	8	1	96.2	20
1316	14	14	12	12	2	87.1	20
1317	15	17	14	16	1	61.1	20
1318	13	13	9	9	4	51.8	20
1319	16	16	14	14	2	31.36842105263158	19
1320	8	8	6	6	2	33.0	20
1321	16	16	10	10	6	79.85	20
1322	15	15	10	10	5	93.9	20
1323	17	17	14	14	3	97.0	20
1324	11	11	8	8	3	95.8	20
1325	14	14	11	11	3	95.4	20
1326	15	15	14	14	1	95.4	20
1327	15	15	12	12	3	96.75	20
1328	12	12	9	9	3	70.0	20
1329	15	15	13	13	2	42.55	20
1330	19	19	14	14	5	44.0	8
1331	14	14	12	12	2	7.5	20
1332	7	7	6	6	1	69.3	10
1333	13	13	9	9	4	49.45	20
1334	15	15	10	10	5	90.9	20
1335	11	11	8	8	3	95.0	20
1336	21	22	16	17	5	96.6	20
1337	12	13	11	12	1	97.0	20
1338	8	8	7	7	1	68.75	20
1339	17	17	14	14	3	65.25	20
1340	11	11	9	9	2	91.8	20
1341	15	15	12	12	3	81.3	20
1342	14	14	12	12	2	83.5	20
1343	16	16	15	15	1	50.0	2
1344	21	21	14	14	7	36.65	20
1345	15	15	13	13	2	99.6	20
1346	16	16	15	15	1	105.0	20
1347	14	14	10	10	4	104.2	20
1348	9	9	7	7	2	103.55	20
1349	15	15	14	14	1	103.8	20
1350	8	8	8	8	0	104.35	20
1351	7	7	6	6	1	103.55	20
1352	16	16	16	16	0	98.95	20
1353	12	12	10	10	2	50.8235294117647	17
1354	11	11	9	9	2	38.0	20
1355	14	14	11	11	3	55.3	20
1356	16	16	14	14	2	90.15	20
1357	10	10	10	10	0	96.2	20
1358	14	14	13	13	1	96.2	20
1359	15	15	15	15	0	92.8	20
1360	13	13	12	12	1	81.6	20
1361	7	7	5	5	2	33.05	20
1362	22	22	18	18	4	41.666666666666664	3
1363	15	15	12	12	3	72.0	20
1364	13	13	10	10	3	72.0	20
1365	15	15	13	13	2	77.35	20
1366	9	9	7	7	2	69.9	20
1367	15	15	10	10	5	82.9	20
1368	18	18	14	14	4	85.0	20
1369	13	13	12	12	1	85.0	20
1370	11	11	10	10	1	84.2	20
1371	16	16	15	15	1	85.0	20
1372	13	13	11	11	2	77.2	20
1373	10	11	8	8	3	72.7	20
1374	17	17	13	13	4	49.0	20
1375	13	13	8	8	5	48.4	20
1376	12	12	9	9	3	54.8	20
1377	11	11	9	9	2	56.0	20
1378	13	13	7	7	6	67.44444444444444	9
1379	18	18	11	11	7	41.45	20
1380	11	11	8	8	3	45.8	20
1381	17	17	10	10	7	44.85	20
1382	15	15	13	13	2	43.6	20
1383	11	11	10	10	1	37.8	20
1384	19	19	14	14	5	40.0	20
1385	13	13	11	11	2	42.0	20
1386	12	12	12	12	0	41.3	20
1387	8	8	8	8	0	42.0	20
1388	6	6	5	5	1	38.75	20
1389	11	17	6	12	5	43.45	20
1390	16	16	15	15	1	57.45	20
1391	9	9	9	9	0	40.0	20
1392	16	16	10	10	6	42.0	20
1393	14	14	10	10	4	40.85	20
1394	13	13	10	10	3	42.1	20
1395	12	12	7	7	5	40.0	20
1396	11	11	9	9	2	38.6	20
1397	12	12	12	12	0	42.0	20
1398	20	20	14	14	6	42.0	20
1399	14	14	11	11	3	72.95	20
1400	12	12	11	11	1	62.8	20
1401	17	17	14	14	3	40.4	20
1402	13	13	10	10	3	46.4	20
1403	13	13	12	12	1	74.7	20
1404	14	15	10	11	4	46.2	20
1405	9	9	5	5	4	39.8	20
1406	17	17	12	12	5	38.1	20
1407	11	11	5	5	6	38.1	20
1408	14	14	8	8	6	38.9	20
1409	16	16	11	11	5	34.7	20
1410	17	17	12	12	5	37.95	20
1411	15	15	10	10	5	72.2	20
1412	14	14	11	11	3	97.4	20
1413	93	93	68	68	25	69.5	20
1414	16	16	14	14	2	62.8235294117647	17
1415	15	17	10	10	7	29.4	20
1416	14	14	11	11	3	93.29411764705883	17
1417	9	9	8	8	1	85.45	20
1418	15	15	14	14	1	83.92857142857143	14
1419	15	15	7	7	8	20.1	20
1420	9	9	7	7	2	39.4	20
1421	12	12	11	11	1	53.0	4
1422	13	13	10	10	3	33.4	20
1423	17	17	12	12	5	69.5	20
1424	20	20	17	17	3	88.55	20
1425	10	10	6	6	4	95.55	20
1426	11	11	8	8	3	96.2	20
1427	10	10	9	9	1	60.4	15
1428	14	14	9	9	5	57.2	20
1429	12	12	7	7	5	71.8	20
1430	16	16	14	14	2	73.85	20
1431	21	21	14	14	7	51.35	20
1432	13	13	12	12	1	47.1875	16
1433	13	13	11	11	2	39.85	20
1434	17	17	14	14	3	41.4	20
1435	19	19	16	16	3	52.45	20
1436	12	12	10	10	2	47.0	8
1437	23	23	18	18	5	57.6	20
1438	20	21	18	19	2	96.6	20
1439	15	15	14	14	1	97.1	20
1440	12	12	10	10	2	71.89473684210526	19
1441	13	13	12	12	1	11.307692307692308	13
1442	23	25	18	20	5	42.15	20
1443	25	25	10	10	15	70.25	20
1444	17	17	15	15	2	93.85	20
1445	10	10	8	8	2	96.6	20
1446	19	19	15	15	4	96.25	20
1447	16	16	15	15	1	96.65	20
1448	9	9	7	7	2	97.0	20
1449	13	13	10	10	3	95.2	20
1450	16	17	14	15	2	90.7	20
1451	16	16	14	14	2	44.9	10
1452	12	12	9	9	3	61.4	20
1453	19	19	16	16	3	61.9	20
1454	15	15	13	13	2	81.15	20
1455	19	19	15	15	4	78.95	20
1456	17	17	15	15	2	82.55	20
1457	17	17	15	15	2	85.8	20
1458	14	14	13	13	1	84.75	20
1459	12	12	9	9	3	47.65	20
1460	13	13	10	10	3	37.5	20
1461	14	14	12	12	2	42.0	4
1462	14	14	8	8	6	51.75	20
1463	9	9	7	7	2	67.65	20
1464	6	6	6	6	0	88.6	20
1465	14	14	14	14	0	79.3	20
1466	13	13	13	13	0	68.7	20
1467	11	11	8	8	3	31.333333333333332	12
1468	14	14	11	11	3	49.0	20
1469	17	18	11	11	7	89.0	20
1470	15	15	13	13	2	60.35	20
1471	10	10	8	8	2	33.5	10
1472	13	14	9	9	5	53.75	20
1473	13	13	12	12	1	78.65	20
1474	12	12	8	8	4	48.6	20
1475	10	11	9	10	1	31.333333333333332	15
1476	18	18	13	13	5	70.15	20
1477	15	15	11	11	4	84.7	20
1478	19	19	16	16	3	83.65	20
1479	23	23	21	21	2	89.0	1
1480	14	14	9	9	5	47.55	20
1481	17	17	11	11	6	103.55	20
1482	15	15	11	11	4	104.35	20
1483	16	16	12	12	4	102.1	20
1484	17	17	14	14	3	105.0	20
1485	13	13	12	12	1	102.65	20
1486	18	18	17	17	1	104.6	20
1487	11	11	10	10	1	103.95	20
1488	17	17	13	13	4	103.95	20
1489	11	11	10	10	1	100.7	20
1490	12	12	10	10	2	69.3	20
1491	20	20	15	15	5	87.4	20
1492	7	7	6	6	1	60.3	20
1493	20	20	19	19	1	61.45	20
1494	10	10	9	9	1	80.1	20
1495	10	10	9	9	1	70.3	20
1496	14	14	11	11	3	70.35	20
1497	25	25	20	20	5	70.2	20
